Technique ID,Technique Name,Procedure Example,Tactic
Data from Local System,T1533,"LightSpy has collected and exfiltrated files from messaging applications, such as Telegram, QQ, WeChat, and Whatsapp, and browser history from Chrome and Safari. [31] [32] [33] [34] [35]",Unknown
Data from Local System,T1533,"Monokle can retrieve the salt used when storing the user’s password, aiding an adversary in computing the user’s plaintext password/PIN from the stored password hash. Monokle can also capture the user’s dictionary, user-defined shortcuts, and browser history, enabling profiling of the user and their activities. [36]",Unknown
Data from Local System,T1533,"During Operation Dust Storm , the threat actors used Android backdoors capable of exfiltrating specific files directly from the infected devices. [37]",Unknown
Data from Local System,T1533,"During Operation Triangulation , the threat actors stole data from SQLite databases. [5]",Unknown
Data from Local System,T1533,"Phenakite can collect and exfiltrate WhatsApp media, photos and files with specific extensions, such as .pdf and .doc. [38]",Unknown
Data from Local System,T1533,"RCSAndroid can collect passwords for Wi-Fi networks and online accounts, including Skype, Facebook, Twitter, Google, WhatsApp, Mail, and LinkedIn. [39]",Unknown
Data from Local System,T1533,SilkBean can retrieve files from external storage and can collect browser data. [14],Unknown
Data from Local System,T1533,"SpyC23 can collect and exfiltrate files with specific extensions, such as .pdf, doc. [40]",Unknown
Data from Local System,T1533,SpyNote RAT can copy files from the device to the C2 server. [41],Unknown
Data from Local System,T1533,"Stealth Mango collected and exfiltrated data from the device, including sensitive letters/documents, stored photos, and stored audio files. [42]",Unknown
Data from Local System,T1533,Sunbird can access images stored on external storage. [29],Unknown
Data from Local System,T1533,"Tangelo accesses browser history, pictures, and videos. [42]",Unknown
Data from Local System,T1533,TangleBot can request permission to view files and media. [43],Unknown
Data from Local System,T1533,Tiktok Pro can collect device photos and credentials from other applications. [44],Unknown
Data from Local System,T1533,TriangleDB has collected and exfiltrated files. [45],Unknown
Data from Local System,T1533,TrickMo can steal pictures from the device. [46],Unknown
Data from Local System,T1533,"ViceLeaker can copy arbitrary files from the device to the C2 server, can exfiltrate browsing history, can exfiltrate the SD card structure, and can exfiltrate pictures as the user takes them. [47] [48]",Unknown
Data from Local System,T1533,"ViperRAT can collect device photos, PDF documents, Office documents, browser history, and browser bookmarks. [49]",Unknown
Data from Local System,T1533,Windshift has exfiltrated local account data and calendar information as part of Operation ROCK. [50],Unknown
Data from Local System,T1533,"WolfRAT can collect user account, photos, browser history, and arbitrary files. [51]",Unknown
Input Capture (2),T1417,Phenakite has used phishing sites for iCloud and Facebook if either of those were used for authentication during the chat sign up process. [1],Unknown
Input Capture (2),T1417,"When using Samsung Knox, third-party keyboards must be explicitly added to an allow list in order to be available to the end-user. [2] An EMM/MDM can use the Android DevicePolicyManager.setPermittedAccessibilityServices method to set an explicit list of applications that are allowed to use Android's accessibility features.",Unknown
Input Capture (2),T1417,"The HIDE_OVERLAY_WINDOWS permission was introduced in Android 12 allowing apps to hide overlay windows of type TYPE_APPLICATION_OVERLAY drawn by other apps with the SYSTEM_ALERT_WINDOW permission, preventing other applications from creating overlay windows on top of the current application. [3]",Unknown
Input Capture (2),T1417,"Users should be wary of granting applications dangerous or privacy-intrusive permissions, such as keyboard registration or accessibility service access.",Unknown
Input Capture (2),T1417,Permissions Requests,Unknown
Input Capture (2),T1417,System Settings,Unknown
Keylogging,T1417.001,Anubis has a keylogger that works in every application installed on the device. [2],Unknown
Keylogging,T1417.001,BOULDSPY can capture keystrokes. [3],Unknown
Keylogging,T1417.001,BRATA can log device keystrokes. [4] [5] [6],Unknown
Keylogging,T1417.001,BusyGasper can collect every user screen tap and compare the input to a hardcoded list of coordinates to translate the input to a character. [7],Unknown
Keylogging,T1417.001,Cerberus can record keystrokes. [8],Unknown
Keylogging,T1417.001,Chameleon can log keystrokes and gather the lock screen password of an infected device by abusing Accessibility Services. [9],Unknown
Keylogging,T1417.001,Drinik can use keylogging to steal user banking credentials. [10],Unknown
Keylogging,T1417.001,Escobar can collect application keylogs. [11],Unknown
Keylogging,T1417.001,EventBot can abuse Android’s accessibility service to record the screen PIN. [12],Unknown
Keylogging,T1417.001,Exobot has used web injects to capture users’ credentials. [13],Unknown
Keylogging,T1417.001,FlexiSpy can record keystrokes and analyze them for keywords. [14],Unknown
Keylogging,T1417.001,Gustuff abuses accessibility features to intercept all interactions between a user and the device. [15],Unknown
Keylogging,T1417.001,Monokle can record the user's keystrokes. [16],Unknown
Keylogging,T1417.001,S.O.V.A. can use keylogging to capture user input. [17],Unknown
Keylogging,T1417.001,SharkBot can use accessibility event logging to steal data in text fields. [18],Unknown
Keylogging,T1417.001,Windshift has included keylogging capabilities as part of Operation ROCK. [19],Unknown
Keylogging,T1417.001,"When using Samsung Knox, third-party keyboards must be explicitly added to an allow list in order to be available to the end-user. [20]",Unknown
Keylogging,T1417.001,"Users should be wary of granting applications dangerous or privacy-intrusive permissions, such as keyboard registration or accessibility service access.",Unknown
Keylogging,T1417.001,Permissions Requests,Unknown
Keylogging,T1417.001,System Settings,Unknown
GUI Input Capture,T1417.002,Anubis can create overlays to capture user credentials for targeted applications. [11],Unknown
GUI Input Capture,T1417.002,BRATA can use tailored overlay pages to steal PINs for banking applications. [12],Unknown
GUI Input Capture,T1417.002,Cerberus can generate fake notifications and launch overlay attacks against attacker-specified applications. [13],Unknown
GUI Input Capture,T1417.002,Chameleon can perform overlay attacks against a device by injecting HTML phishing pages into a webview. [14],Unknown
GUI Input Capture,T1417.002,Dendroid can open a dialog box to ask the user for passwords. [15],Unknown
GUI Input Capture,T1417.002,Drinik can use overlays to steal user banking credentials entered into legitimate sites. [16],Unknown
GUI Input Capture,T1417.002,Escobar can collect credentials using phishing overlays. [17],Unknown
GUI Input Capture,T1417.002,EventBot can display popups over running applications. [18],Unknown
GUI Input Capture,T1417.002,Exobot can show phishing popups when a targeted application is running. [19],Unknown
GUI Input Capture,T1417.002,"FlixOnline requests overlay permissions, which can allow it to create fake Login screens for other apps. [20]",Unknown
GUI Input Capture,T1417.002,FluBot can add display overlays onto banking apps to capture credit card information. [21],Unknown
GUI Input Capture,T1417.002,FlyTrap has used infected applications with Facebook login prompts to steal credentials. [22],Unknown
GUI Input Capture,T1417.002,Ginp can use a multi-step phishing overlay to capture banking credentials and then credit card numbers after login. [23],Unknown
GUI Input Capture,T1417.002,GPlayed can show a phishing WebView pretending to be a Google service that collects credit card information. [24],Unknown
GUI Input Capture,T1417.002,"Gustuff uses WebView overlays to prompt the user for their device unlock code, as well as banking and cryptocurrency application credentials. Gustuff can also send push notifications pretending to be from a bank, triggering a phishing overlay. [25] [3]",Unknown
GUI Input Capture,T1417.002,"Mandrake can manipulate visual components to trick the user into granting dangerous permissions, and can use phishing overlays and JavaScript injection to capture credentials. [26]",Unknown
GUI Input Capture,T1417.002,Pallas uses phishing popups to harvest user credentials. [27],Unknown
GUI Input Capture,T1417.002,Red Alert 2.0 has used malicious overlays to collect banking credentials. [28],Unknown
